Ano (data);País;Região;Estado;Estado sigla;Município (Municípios);Município Estado;Latitude;Longitude;Espécie florestal;Área (ha)
31/12/2015;Brasil;Sudeste;Rio de Janeiro;RJ;Rio das Flores;Rio das Flores (RJ);-22,16;-43,54;Eucalipto;120
31/12/2016;Brasil;Sudeste;Rio de Janeiro;RJ;Rio das Flores;Rio das Flores (RJ);-22,16;-43,54;Eucalipto;117
31/12/2014;Brasil;Sudeste;Rio de Janeiro;RJ;Rio das Flores;Rio das Flores (RJ);-22,16;-43,54;Pinus;0
31/12/2015;Brasil;Sudeste;Rio de Janeiro;RJ;Rio das Flores;Rio das Flores (RJ);-22,16;-43,54;Pinus;0
31/12/2016;Brasil;Sudeste;Rio de Janeiro;RJ;Rio das Flores;Rio das Flores (RJ);-22,16;-43,54;Pinus;0
31/12/2014;Brasil;Sudeste;Rio de Janeiro;RJ;Rio das Flores;Rio das Flores (RJ);-22,16;-43,54;Outras espécies;0
31/12/2015;Brasil;Sudeste;Rio de Janeiro;RJ;Rio das Flores;Rio das Flores (RJ);-22,16;-43,54;Outras espécies;0
31/12/2016;Brasil;Sudeste;Rio de Janeiro;RJ;Rio das Flores;Rio das Flores (RJ);-22,16;-43,54;Outras espécies;0
31/12/2014;Brasil;Sudeste;Rio de Janeiro;RJ;Rio das Ostras;Rio das Ostras (RJ);-22,45;-41,95;Eucalipto;434
31/12/2015;Brasil;Sudeste;Rio de Janeiro;RJ;Rio das Ostras;Rio das Ostras (RJ);-22,45;-41,95;Eucalipto;434
31/12/2016;Brasil;Sudeste;Rio de Janeiro;RJ;Rio das Ostras;Rio das Ostras (RJ);-22,45;-41,95;Eucalipto;434
31/12/2014;Brasil;Sudeste;Rio de Janeiro;RJ;Rio das Ostras;Rio das Ostras (RJ);-22,45;-41,95;Pinus;0
31/12/2015;Brasil;Sudeste;Rio de Janeiro;RJ;Rio das Ostras;Rio das Ostras (RJ);-22,45;-41,95;Pinus;0
31/12/2016;Brasil;Sudeste;Rio de Janeiro;RJ;Rio das Ostras;Rio das Ostras (RJ);-22,45;-41,95;Pinus;0
31/12/2014;Brasil;Sudeste;Rio de Janeiro;RJ;Rio das Ostras;Rio das Ostras (RJ);-22,45;-41,95;Outras espécies;0
31/12/2015;Brasil;Sudeste;Rio de Janeiro;RJ;Rio das Ostras;Rio das Ostras (RJ);-22,45;-41,95;Outras espécies;0
31/12/2016;Brasil;Sudeste;Rio de Janeiro;RJ;Rio das Ostras;Rio das Ostras (RJ);-22,45;-41,95;Outras espécies;0
31/12/2014;Brasil;Sudeste;Rio de Janeiro;RJ;Rio de Janeiro;Rio de Janeiro (RJ);-22,92;-43,45;Eucalipto;22
31/12/2015;Brasil;Sudeste;Rio de Janeiro;RJ;Rio de Janeiro;Rio de Janeiro (RJ);-22,92;-43,45;Eucalipto;22
31/12/2016;Brasil;Sudeste;Rio de Janeiro;RJ;Rio de Janeiro;Rio de Janeiro (RJ);-22,92;-43,45;Eucalipto;22
31/12/2014;Brasil;Sudeste;Rio de Janeiro;RJ;Rio de Janeiro;Rio de Janeiro (RJ);-22,92;-43,45;Pinus;0
31/12/2015;Brasil;Sudeste;Rio de Janeiro;RJ;Rio de Janeiro;Rio de Janeiro (RJ);-22,92;-43,45;Pinus;0
31/12/2016;Brasil;Sudeste;Rio de Janeiro;RJ;Rio de Janeiro;Rio de Janeiro (RJ);-22,92;-43,45;Pinus;0
31/12/2014;Brasil;Sudeste;Rio de Janeiro;RJ;Rio de Janeiro;Rio de Janeiro (RJ);-22,92;-43,45;Outras espécies;0
31/12/2015;Brasil;Sudeste;Rio de Janeiro;RJ;Rio de Janeiro;Rio de Janeiro (RJ);-22,92;-43,45;Outras espécies;0
31/12/2016;Brasil;Sudeste;Rio de Janeiro;RJ;Rio de Janeiro;Rio de Janeiro (RJ);-22,92;-43,45;Outras espécies;0
31/12/2014;Brasil;Sudeste;Rio de Janeiro;RJ;Santa Maria Madalena;Santa Maria Madalena (RJ);-21,97;-41,91;Eucalipto;800
31/12/2015;Brasil;Sudeste;Rio de Janeiro;RJ;Santa Maria Madalena;Santa Maria Madalena (RJ);-21,97;-41,91;Eucalipto;800
31/12/2016;Brasil;Sudeste;Rio de Janeiro;RJ;Santa Maria Madalena;Santa Maria Madalena (RJ);-21,97;-41,91;Eucalipto;800
31/12/2014;Brasil;Sudeste;Rio de Janeiro;RJ;Santa Maria Madalena;Santa Maria Madalena (RJ);-21,97;-41,91;Pinus;0
31/12/2015;Brasil;Sudeste;Rio de Janeiro;RJ;Santa Maria Madalena;Santa Maria Madalena (RJ);-21,97;-41,91;Pinus;0
31/12/2016;Brasil;Sudeste;Rio de Janeiro;RJ;Santa Maria Madalena;Santa Maria Madalena (RJ);-21,97;-41,91;Pinus;0
31/12/2014;Brasil;Sudeste;Rio de Janeiro;RJ;Santa Maria Madalena;Santa Maria Madalena (RJ);-21,97;-41,91;Outras espécies;10
31/12/2015;Brasil;Sudeste;Rio de Janeiro;RJ;Santa Maria Madalena;Santa Maria Madalena (RJ);-21,97;-41,91;Outras espécies;10
31/12/2016;Brasil;Sudeste;Rio de Janeiro;RJ;Santa Maria Madalena;Santa Maria Madalena (RJ);-21,97;-41,91;Outras espécies;10
31/12/2014;Brasil;Sudeste;Rio de Janeiro;RJ;Santo Antônio de Pádua;Santo Antônio de Pádua (RJ);-21,56;-42,19;Eucalipto;20
31/12/2015;Brasil;Sudeste;Rio de Janeiro;RJ;Santo Antônio de Pádua;Santo Antônio de Pádua (RJ);-21,56;-42,19;Eucalipto;20
31/12/2016;Brasil;Sudeste;Rio de Janeiro;RJ;Santo Antônio de Pádua;Santo Antônio de Pádua (RJ);-21,56;-42,19;Eucalipto;84
31/12/2014;Brasil;Sudeste;Rio de Janeiro;RJ;Santo Antônio de Pádua;Santo Antônio de Pádua (RJ);-21,56;-42,19;Pinus;0
31/12/2015;Brasil;Sudeste;Rio de Janeiro;RJ;Santo Antônio de Pádua;Santo Antônio de Pádua (RJ);-21,56;-42,19;Pinus;0
31/12/2016;Brasil;Sudeste;Rio de Janeiro;RJ;Santo Antônio de Pádua;Santo Antônio de Pádua (RJ);-21,56;-42,19;Pinus;0
31/12/2014;Brasil;Sudeste;Rio de Janeiro;RJ;Santo Antônio de Pádua;Santo Antônio de Pádua (RJ);-21,56;-42,19;Outras espécies;0
31/12/2015;Brasil;Sudeste;Rio de Janeiro;RJ;Santo Antônio de Pádua;Santo Antônio de Pádua (RJ);-21,56;-42,19;Outras espécies;0
31/12/2016;Brasil;Sudeste;Rio de Janeiro;RJ;Santo Antônio de Pádua;Santo Antônio de Pádua (RJ);-21,56;-42,19;Outras espécies;0
31/12/2014;Brasil;Sudeste;Rio de Janeiro;RJ;São Francisco de Itabapoana;São Francisco de Itabapoana (RJ);-21,42;-41,13;Eucalipto;500
31/12/2015;Brasil;Sudeste;Rio de Janeiro;RJ;São Francisco de Itabapoana;São Francisco de Itabapoana (RJ);-21,42;-41,13;Eucalipto;500
31/12/2016;Brasil;Sudeste;Rio de Janeiro;RJ;São Francisco de Itabapoana;São Francisco de Itabapoana (RJ);-21,42;-41,13;Eucalipto;500
31/12/2014;Brasil;Sudeste;Rio de Janeiro;RJ;São Francisco de Itabapoana;São Francisco de Itabapoana (RJ);-21,42;-41,13;Pinus;0
31/12/2015;Brasil;Sudeste;Rio de Janeiro;RJ;São Francisco de Itabapoana;São Francisco de Itabapoana (RJ);-21,42;-41,13;Pinus;0
31/12/2016;Brasil;Sudeste;Rio de Janeiro;RJ;São Francisco de Itabapoana;São Francisco de Itabapoana (RJ);-21,42;-41,13;Pinus;0
31/12/2014;Brasil;Sudeste;Rio de Janeiro;RJ;São Francisco de Itabapoana;São Francisco de Itabapoana (RJ);-21,42;-41,13;Outras espécies;0
31/12/2015;Brasil;Sudeste;Rio de Janeiro;RJ;São Francisco de Itabapoana;São Francisco de Itabapoana (RJ);-21,42;-41,13;Outras espécies;0
31/12/2016;Brasil;Sudeste;Rio de Janeiro;RJ;São Francisco de Itabapoana;São Francisco de Itabapoana (RJ);-21,42;-41,13;Outras espécies;0
31/12/2014;Brasil;Sudeste;Rio de Janeiro;RJ;São Fidélis;São Fidélis (RJ);-21,66;-41,79;Eucalipto;60
31/12/2015;Brasil;Sudeste;Rio de Janeiro;RJ;São Fidélis;São Fidélis (RJ);-21,66;-41,79;Eucalipto;60
31/12/2016;Brasil;Sudeste;Rio de Janeiro;RJ;São Fidélis;São Fidélis (RJ);-21,66;-41,79;Eucalipto;60
31/12/2014;Brasil;Sudeste;Rio de Janeiro;RJ;São Fidélis;São Fidélis (RJ);-21,66;-41,79;Pinus;0
31/12/2015;Brasil;Sudeste;Rio de Janeiro;RJ;São Fidélis;São Fidélis (RJ);-21,66;-41,79;Pinus;0
31/12/2016;Brasil;Sudeste;Rio de Janeiro;RJ;São Fidélis;São Fidélis (RJ);-21,66;-41,79;Pinus;0
31/12/2014;Brasil;Sudeste;Rio de Janeiro;RJ;São Fidélis;São Fidélis (RJ);-21,66;-41,79;Outras espécies;0
31/12/2015;Brasil;Sudeste;Rio de Janeiro;RJ;São Fidélis;São Fidélis (RJ);-21,66;-41,79;Outras espécies;0
31/12/2016;Brasil;Sudeste;Rio de Janeiro;RJ;São Fidélis;São Fidélis (RJ);-21,66;-41,79;Outras espécies;0
31/12/2014;Brasil;Sudeste;Rio de Janeiro;RJ;São Gonçalo;São Gonçalo (RJ);-22,83;-43;Eucalipto;7
31/12/2015;Brasil;Sudeste;Rio de Janeiro;RJ;São Gonçalo;São Gonçalo (RJ);-22,83;-43;Eucalipto;7
31/12/2016;Brasil;Sudeste;Rio de Janeiro;RJ;São Gonçalo;São Gonçalo (RJ);-22,83;-43;Eucalipto;208
31/12/2014;Brasil;Sudeste;Rio de Janeiro;RJ;São Gonçalo;São Gonçalo (RJ);-22,83;-43;Pinus;0
31/12/2015;Brasil;Sudeste;Rio de Janeiro;RJ;São Gonçalo;São Gonçalo (RJ);-22,83;-43;Pinus;0
31/12/2016;Brasil;Sudeste;Rio de Janeiro;RJ;São Gonçalo;São Gonçalo (RJ);-22,83;-43;Pinus;0
31/12/2014;Brasil;Sudeste;Rio de Janeiro;RJ;São Gonçalo;São Gonçalo (RJ);-22,83;-43;Outras espécies;0
31/12/2015;Brasil;Sudeste;Rio de Janeiro;RJ;São Gonçalo;São Gonçalo (RJ);-22,83;-43;Outras espécies;0
31/12/2016;Brasil;Sudeste;Rio de Janeiro;RJ;São Gonçalo;São Gonçalo (RJ);-22,83;-43;Outras espécies;0
31/12/2014;Brasil;Sudeste;Rio de Janeiro;RJ;São João da Barra;São João da Barra (RJ);-21,78;-41,08;Eucalipto;30
31/12/2015;Brasil;Sudeste;Rio de Janeiro;RJ;São João da Barra;São João da Barra (RJ);-21,78;-41,08;Eucalipto;30
31/12/2016;Brasil;Sudeste;Rio de Janeiro;RJ;São João da Barra;São João da Barra (RJ);-21,78;-41,08;Eucalipto;10
31/12/2014;Brasil;Sudeste;Rio de Janeiro;RJ;São João da Barra;São João da Barra (RJ);-21,78;-41,08;Pinus;0
31/12/2015;Brasil;Sudeste;Rio de Janeiro;RJ;São João da Barra;São João da Barra (RJ);-21,78;-41,08;Pinus;0
31/12/2016;Brasil;Sudeste;Rio de Janeiro;RJ;São João da Barra;São João da Barra (RJ);-21,78;-41,08;Pinus;0
31/12/2014;Brasil;Sudeste;Rio de Janeiro;RJ;São João da Barra;São João da Barra (RJ);-21,78;-41,08;Outras espécies;0
31/12/2015;Brasil;Sudeste;Rio de Janeiro;RJ;São João da Barra;São João da Barra (RJ);-21,78;-41,08;Outras espécies;0
31/12/2016;Brasil;Sudeste;Rio de Janeiro;RJ;São João da Barra;São João da Barra (RJ);-21,78;-41,08;Outras espécies;0
31/12/2014;Brasil;Sudeste;Rio de Janeiro;RJ;São José de Ubá;São José de Ubá (RJ);-21,37;-41,95;Eucalipto;8
31/12/2015;Brasil;Sudeste;Rio de Janeiro;RJ;São José de Ubá;São José de Ubá (RJ);-21,37;-41,95;Eucalipto;8
31/12/2016;Brasil;Sudeste;Rio de Janeiro;RJ;São José de Ubá;São José de Ubá (RJ);-21,37;-41,95;Eucalipto;4
31/12/2014;Brasil;Sudeste;Rio de Janeiro;RJ;São José de Ubá;São José de Ubá (RJ);-21,37;-41,95;Pinus;0
31/12/2015;Brasil;Sudeste;Rio de Janeiro;RJ;São José de Ubá;São José de Ubá (RJ);-21,37;-41,95;Pinus;0
31/12/2016;Brasil;Sudeste;Rio de Janeiro;RJ;São José de Ubá;São José de Ubá (RJ);-21,37;-41,95;Pinus;0
31/12/2014;Brasil;Sudeste;Rio de Janeiro;RJ;São José de Ubá;São José de Ubá (RJ);-21,37;-41,95;Outras espécies;0
31/12/2015;Brasil;Sudeste;Rio de Janeiro;RJ;São José de Ubá;São José de Ubá (RJ);-21,37;-41,95;Outras espécies;0
31/12/2016;Brasil;Sudeste;Rio de Janeiro;RJ;São José de Ubá;São José de Ubá (RJ);-21,37;-41,95;Outras espécies;0
31/12/2014;Brasil;Sudeste;Rio de Janeiro;RJ;São José do Vale do Rio Preto;São José do Vale do Rio Preto (RJ);-22,17;-42,93;Eucalipto;100
31/12/2015;Brasil;Sudeste;Rio de Janeiro;RJ;São José do Vale do Rio Preto;São José do Vale do Rio Preto (RJ);-22,17;-42,93;Eucalipto;100
31/12/2016;Brasil;Sudeste;Rio de Janeiro;RJ;São José do Vale do Rio Preto;São José do Vale do Rio Preto (RJ);-22,17;-42,93;Eucalipto;140
31/12/2014;Brasil;Sudeste;Rio de Janeiro;RJ;São José do Vale do Rio Preto;São José do Vale do Rio Preto (RJ);-22,17;-42,93;Pinus;0
31/12/2015;Brasil;Sudeste;Rio de Janeiro;RJ;São José do Vale do Rio Preto;São José do Vale do Rio Preto (RJ);-22,17;-42,93;Pinus;0
31/12/2016;Brasil;Sudeste;Rio de Janeiro;RJ;São José do Vale do Rio Preto;São José do Vale do Rio Preto (RJ);-22,17;-42,93;Pinus;0
31/12/2014;Brasil;Sudeste;Rio de Janeiro;RJ;São José do Vale do Rio Preto;São José do Vale do Rio Preto (RJ);-22,17;-42,93;Outras espécies;0
31/12/2015;Brasil;Sudeste;Rio de Janeiro;RJ;São José do Vale do Rio Preto;São José do Vale do Rio Preto (RJ);-22,17;-42,93;Outras espécies;0
31/12/2016;Brasil;Sudeste;Rio de Janeiro;RJ;São José do Vale do Rio Preto;São José do Vale do Rio Preto (RJ);-22,17;-42,93;Outras espécies;0
31/12/2014;Brasil;Sudeste;Rio de Janeiro;RJ;São Pedro da Aldeia;São Pedro da Aldeia (RJ);-22,79;-42,12;Eucalipto;1100
31/12/2015;Brasil;Sudeste;Rio de Janeiro;RJ;São Pedro da Aldeia;São Pedro da Aldeia (RJ);-22,79;-42,12;Eucalipto;1100
31/12/2016;Brasil;Sudeste;Rio de Janeiro;RJ;São Pedro da Aldeia;São Pedro da Aldeia (RJ);-22,79;-42,12;Eucalipto;1100
31/12/2014;Brasil;Sudeste;Rio de Janeiro;RJ;São Pedro da Aldeia;São Pedro da Aldeia (RJ);-22,79;-42,12;Pinus;0
31/12/2015;Brasil;Sudeste;Rio de Janeiro;RJ;São Pedro da Aldeia;São Pedro da Aldeia (RJ);-22,79;-42,12;Pinus;0
31/12/2016;Brasil;Sudeste;Rio de Janeiro;RJ;São Pedro da Aldeia;São Pedro da Aldeia (RJ);-22,79;-42,12;Pinus;0
31/12/2014;Brasil;Sudeste;Rio de Janeiro;RJ;São Pedro da Aldeia;São Pedro da Aldeia (RJ);-22,79;-42,12;Outras espécies;0
31/12/2015;Brasil;Sudeste;Rio de Janeiro;RJ;São Pedro da Aldeia;São Pedro da Aldeia (RJ);-22,79;-42,12;Outras espécies;0
31/12/2016;Brasil;Sudeste;Rio de Janeiro;RJ;São Pedro da Aldeia;São Pedro da Aldeia (RJ);-22,79;-42,12;Outras espécies;0
31/12/2014;Brasil;Sudeste;Rio de Janeiro;RJ;São Sebastião do Alto;São Sebastião do Alto (RJ);-21,88;-42,1;Eucalipto;4
31/12/2015;Brasil;Sudeste;Rio de Janeiro;RJ;São Sebastião do Alto;São Sebastião do Alto (RJ);-21,88;-42,1;Eucalipto;4
31/12/2016;Brasil;Sudeste;Rio de Janeiro;RJ;São Sebastião do Alto;São Sebastião do Alto (RJ);-21,88;-42,1;Eucalipto;15
31/12/2014;Brasil;Sudeste;Rio de Janeiro;RJ;São Sebastião do Alto;São Sebastião do Alto (RJ);-21,88;-42,1;Pinus;0
31/12/2015;Brasil;Sudeste;Rio de Janeiro;RJ;São Sebastião do Alto;São Sebastião do Alto (RJ);-21,88;-42,1;Pinus;0
31/12/2016;Brasil;Sudeste;Rio de Janeiro;RJ;São Sebastião do Alto;São Sebastião do Alto (RJ);-21,88;-42,1;Pinus;0
31/12/2014;Brasil;Sudeste;Rio de Janeiro;RJ;São Sebastião do Alto;São Sebastião do Alto (RJ);-21,88;-42,1;Outras espécies;0
31/12/2015;Brasil;Sudeste;Rio de Janeiro;RJ;São Sebastião do Alto;São Sebastião do Alto (RJ);-21,88;-42,1;Outras espécies;0
31/12/2016;Brasil;Sudeste;Rio de Janeiro;RJ;São Sebastião do Alto;São Sebastião do Alto (RJ);-21,88;-42,1;Outras espécies;0
31/12/2014;Brasil;Sudeste;Rio de Janeiro;RJ;Sapucaia;Sapucaia (RJ);-22,02;-42,82;Eucalipto;310
31/12/2015;Brasil;Sudeste;Rio de Janeiro;RJ;Sapucaia;Sapucaia (RJ);-22,02;-42,82;Eucalipto;310
31/12/2016;Brasil;Sudeste;Rio de Janeiro;RJ;Sapucaia;Sapucaia (RJ);-22,02;-42,82;Eucalipto;325
31/12/2014;Brasil;Sudeste;Rio de Janeiro;RJ;Sapucaia;Sapucaia (RJ);-22,02;-42,82;Pinus;0
31/12/2015;Brasil;Sudeste;Rio de Janeiro;RJ;Sapucaia;Sapucaia (RJ);-22,02;-42,82;Pinus;0
31/12/2016;Brasil;Sudeste;Rio de Janeiro;RJ;Sapucaia;Sapucaia (RJ);-22,02;-42,82;Pinus;0
31/12/2014;Brasil;Sudeste;Rio de Janeiro;RJ;Sapucaia;Sapucaia (RJ);-22,02;-42,82;Outras espécies;3
31/12/2015;Brasil;Sudeste;Rio de Janeiro;RJ;Sapucaia;Sapucaia (RJ);-22,02;-42,82;Outras espécies;3
31/12/2016;Brasil;Sudeste;Rio de Janeiro;RJ;Sapucaia;Sapucaia (RJ);-22,02;-42,82;Outras espécies;3
31/12/2014;Brasil;Sudeste;Rio de Janeiro;RJ;Seropédica;Seropédica (RJ);-22,76;-43,7;Eucalipto;946
31/12/2015;Brasil;Sudeste;Rio de Janeiro;RJ;Seropédica;Seropédica (RJ);-22,76;-43,7;Eucalipto;946
31/12/2016;Brasil;Sudeste;Rio de Janeiro;RJ;Seropédica;Seropédica (RJ);-22,76;-43,7;Eucalipto;946
31/12/2014;Brasil;Sudeste;Rio de Janeiro;RJ;Seropédica;Seropédica (RJ);-22,76;-43,7;Pinus;0
31/12/2015;Brasil;Sudeste;Rio de Janeiro;RJ;Seropédica;Seropédica (RJ);-22,76;-43,7;Pinus;0
31/12/2016;Brasil;Sudeste;Rio de Janeiro;RJ;Seropédica;Seropédica (RJ);-22,76;-43,7;Pinus;0
31/12/2014;Brasil;Sudeste;Rio de Janeiro;RJ;Seropédica;Seropédica (RJ);-22,76;-43,7;Outras espécies;0
31/12/2015;Brasil;Sudeste;Rio de Janeiro;RJ;Seropédica;Seropédica (RJ);-22,76;-43,7;Outras espécies;0
31/12/2016;Brasil;Sudeste;Rio de Janeiro;RJ;Seropédica;Seropédica (RJ);-22,76;-43,7;Outras espécies;0
31/12/2014;Brasil;Sudeste;Rio de Janeiro;RJ;Silva Jardim;Silva Jardim (RJ);-22,57;-42,41;Eucalipto;335
31/12/2015;Brasil;Sudeste;Rio de Janeiro;RJ;Silva Jardim;Silva Jardim (RJ);-22,57;-42,41;Eucalipto;350
31/12/2016;Brasil;Sudeste;Rio de Janeiro;RJ;Silva Jardim;Silva Jardim (RJ);-22,57;-42,41;Eucalipto;350
31/12/2014;Brasil;Sudeste;Rio de Janeiro;RJ;Silva Jardim;Silva Jardim (RJ);-22,57;-42,41;Pinus;0
31/12/2015;Brasil;Sudeste;Rio de Janeiro;RJ;Silva Jardim;Silva Jardim (RJ);-22,57;-42,41;Pinus;0
31/12/2016;Brasil;Sudeste;Rio de Janeiro;RJ;Silva Jardim;Silva Jardim (RJ);-22,57;-42,41;Pinus;0
31/12/2014;Brasil;Sudeste;Rio de Janeiro;RJ;Silva Jardim;Silva Jardim (RJ);-22,57;-42,41;Outras espécies;0
31/12/2015;Brasil;Sudeste;Rio de Janeiro;RJ;Silva Jardim;Silva Jardim (RJ);-22,57;-42,41;Outras espécies;0
31/12/2016;Brasil;Sudeste;Rio de Janeiro;RJ;Silva Jardim;Silva Jardim (RJ);-22,57;-42,41;Outras espécies;0
31/12/2014;Brasil;Sudeste;Rio de Janeiro;RJ;Sumidouro;Sumidouro (RJ);-22,11;-42,67;Eucalipto;110
31/12/2015;Brasil;Sudeste;Rio de Janeiro;RJ;Sumidouro;Sumidouro (RJ);-22,11;-42,67;Eucalipto;110
31/12/2016;Brasil;Sudeste;Rio de Janeiro;RJ;Sumidouro;Sumidouro (RJ);-22,11;-42,67;Eucalipto;110
31/12/2014;Brasil;Sudeste;Rio de Janeiro;RJ;Sumidouro;Sumidouro (RJ);-22,11;-42,67;Pinus;0
31/12/2015;Brasil;Sudeste;Rio de Janeiro;RJ;Sumidouro;Sumidouro (RJ);-22,11;-42,67;Pinus;0
31/12/2016;Brasil;Sudeste;Rio de Janeiro;RJ;Sumidouro;Sumidouro (RJ);-22,11;-42,67;Pinus;0
31/12/2014;Brasil;Sudeste;Rio de Janeiro;RJ;Sumidouro;Sumidouro (RJ);-22,11;-42,67;Outras espécies;0
31/12/2015;Brasil;Sudeste;Rio de Janeiro;RJ;Sumidouro;Sumidouro (RJ);-22,11;-42,67;Outras espécies;0
31/12/2016;Brasil;Sudeste;Rio de Janeiro;RJ;Sumidouro;Sumidouro (RJ);-22,11;-42,67;Outras espécies;0
31/12/2014;Brasil;Sudeste;Rio de Janeiro;RJ;Tanguá;Tanguá (RJ);-22,78;-42,73;Eucalipto;15
31/12/2015;Brasil;Sudeste;Rio de Janeiro;RJ;Tanguá;Tanguá (RJ);-22,78;-42,73;Eucalipto;15
31/12/2016;Brasil;Sudeste;Rio de Janeiro;RJ;Tanguá;Tanguá (RJ);-22,78;-42,73;Eucalipto;15
31/12/2014;Brasil;Sudeste;Rio de Janeiro;RJ;Tanguá;Tanguá (RJ);-22,78;-42,73;Pinus;0
31/12/2015;Brasil;Sudeste;Rio de Janeiro;RJ;Tanguá;Tanguá (RJ);-22,78;-42,73;Pinus;0
31/12/2016;Brasil;Sudeste;Rio de Janeiro;RJ;Tanguá;Tanguá (RJ);-22,78;-42,73;Pinus;0
31/12/2014;Brasil;Sudeste;Rio de Janeiro;RJ;Tanguá;Tanguá (RJ);-22,78;-42,73;Outras espécies;0
31/12/2015;Brasil;Sudeste;Rio de Janeiro;RJ;Tanguá;Tanguá (RJ);-22,78;-42,73;Outras espécies;0
31/12/2016;Brasil;Sudeste;Rio de Janeiro;RJ;Tanguá;Tanguá (RJ);-22,78;-42,73;Outras espécies;0
31/12/2014;Brasil;Sudeste;Rio de Janeiro;RJ;Teresópolis;Teresópolis (RJ);-22,31;-42,87;Eucalipto;950
31/12/2015;Brasil;Sudeste;Rio de Janeiro;RJ;Teresópolis;Teresópolis (RJ);-22,31;-42,87;Eucalipto;950
31/12/2016;Brasil;Sudeste;Rio de Janeiro;RJ;Teresópolis;Teresópolis (RJ);-22,31;-42,87;Eucalipto;960
31/12/2014;Brasil;Sudeste;Rio de Janeiro;RJ;Teresópolis;Teresópolis (RJ);-22,31;-42,87;Pinus;0
31/12/2015;Brasil;Sudeste;Rio de Janeiro;RJ;Teresópolis;Teresópolis (RJ);-22,31;-42,87;Pinus;0
31/12/2016;Brasil;Sudeste;Rio de Janeiro;RJ;Teresópolis;Teresópolis (RJ);-22,31;-42,87;Pinus;0
31/12/2014;Brasil;Sudeste;Rio de Janeiro;RJ;Teresópolis;Teresópolis (RJ);-22,31;-42,87;Outras espécies;0
31/12/2015;Brasil;Sudeste;Rio de Janeiro;RJ;Teresópolis;Teresópolis (RJ);-22,31;-42,87;Outras espécies;0
31/12/2016;Brasil;Sudeste;Rio de Janeiro;RJ;Teresópolis;Teresópolis (RJ);-22,31;-42,87;Outras espécies;0
31/12/2014;Brasil;Sudeste;Rio de Janeiro;RJ;Trajano de Moraes;Trajano de Moraes (RJ);-22,13;-42,16;Eucalipto;10000
31/12/2015;Brasil;Sudeste;Rio de Janeiro;RJ;Trajano de Moraes;Trajano de Moraes (RJ);-22,13;-42,16;Eucalipto;10000
31/12/2016;Brasil;Sudeste;Rio de Janeiro;RJ;Trajano de Moraes;Trajano de Moraes (RJ);-22,13;-42,16;Eucalipto;10000
31/12/2014;Brasil;Sudeste;Rio de Janeiro;RJ;Trajano de Moraes;Trajano de Moraes (RJ);-22,13;-42,16;Pinus;0
31/12/2015;Brasil;Sudeste;Rio de Janeiro;RJ;Trajano de Moraes;Trajano de Moraes (RJ);-22,13;-42,16;Pinus;0
31/12/2016;Brasil;Sudeste;Rio de Janeiro;RJ;Trajano de Moraes;Trajano de Moraes (RJ);-22,13;-42,16;Pinus;0
31/12/2014;Brasil;Sudeste;Rio de Janeiro;RJ;Trajano de Moraes;Trajano de Moraes (RJ);-22,13;-42,16;Outras espécies;0
31/12/2015;Brasil;Sudeste;Rio de Janeiro;RJ;Trajano de Moraes;Trajano de Moraes (RJ);-22,13;-42,16;Outras espécies;0
31/12/2016;Brasil;Sudeste;Rio de Janeiro;RJ;Trajano de Moraes;Trajano de Moraes (RJ);-22,13;-42,16;Outras espécies;0
31/12/2014;Brasil;Sudeste;Rio de Janeiro;RJ;Três Rios;Três Rios (RJ);-22,12;-43,11;Eucalipto;520
31/12/2015;Brasil;Sudeste;Rio de Janeiro;RJ;Três Rios;Três Rios (RJ);-22,12;-43,11;Eucalipto;520
31/12/2016;Brasil;Sudeste;Rio de Janeiro;RJ;Três Rios;Três Rios (RJ);-22,12;-43,11;Eucalipto;520
31/12/2014;Brasil;Sudeste;Rio de Janeiro;RJ;Três Rios;Três Rios (RJ);-22,12;-43,11;Pinus;2
31/12/2015;Brasil;Sudeste;Rio de Janeiro;RJ;Três Rios;Três Rios (RJ);-22,12;-43,11;Pinus;2
31/12/2016;Brasil;Sudeste;Rio de Janeiro;RJ;Três Rios;Três Rios (RJ);-22,12;-43,11;Pinus;2
31/12/2014;Brasil;Sudeste;Rio de Janeiro;RJ;Três Rios;Três Rios (RJ);-22,12;-43,11;Outras espécies;10
31/12/2015;Brasil;Sudeste;Rio de Janeiro;RJ;Três Rios;Três Rios (RJ);-22,12;-43,11;Outras espécies;10
31/12/2016;Brasil;Sudeste;Rio de Janeiro;RJ;Três Rios;Três Rios (RJ);-22,12;-43,11;Outras espécies;10
31/12/2014;Brasil;Sudeste;Rio de Janeiro;RJ;Valença;Valença (RJ);-22,23;-43,86;Eucalipto;540
31/12/2015;Brasil;Sudeste;Rio de Janeiro;RJ;Valença;Valença (RJ);-22,23;-43,86;Eucalipto;540
31/12/2016;Brasil;Sudeste;Rio de Janeiro;RJ;Valença;Valença (RJ);-22,23;-43,86;Eucalipto;490
31/12/2014;Brasil;Sudeste;Rio de Janeiro;RJ;Valença;Valença (RJ);-22,23;-43,86;Pinus;0
31/12/2015;Brasil;Sudeste;Rio de Janeiro;RJ;Valença;Valença (RJ);-22,23;-43,86;Pinus;0
