Ano (data);País;Região;Estado;Estado sigla;Município (Municípios);Município Estado;Latitude;Longitude;Espécie florestal;Área (ha)
31/12/2016;Brasil;Sudeste;Minas Gerais;MG;Pedra do Anta;Pedra do Anta (MG);-20,6;-42,72;Outras espécies;0
31/12/2014;Brasil;Sudeste;Minas Gerais;MG;Pedra do Indaiá;Pedra do Indaiá (MG);-20,29;-45,23;Eucalipto;1210
31/12/2015;Brasil;Sudeste;Minas Gerais;MG;Pedra do Indaiá;Pedra do Indaiá (MG);-20,29;-45,23;Eucalipto;1480
31/12/2016;Brasil;Sudeste;Minas Gerais;MG;Pedra do Indaiá;Pedra do Indaiá (MG);-20,29;-45,23;Eucalipto;1480
31/12/2014;Brasil;Sudeste;Minas Gerais;MG;Pedra do Indaiá;Pedra do Indaiá (MG);-20,29;-45,23;Pinus;0
31/12/2015;Brasil;Sudeste;Minas Gerais;MG;Pedra do Indaiá;Pedra do Indaiá (MG);-20,29;-45,23;Pinus;0
31/12/2016;Brasil;Sudeste;Minas Gerais;MG;Pedra do Indaiá;Pedra do Indaiá (MG);-20,29;-45,23;Pinus;0
31/12/2014;Brasil;Sudeste;Minas Gerais;MG;Pedra do Indaiá;Pedra do Indaiá (MG);-20,29;-45,23;Outras espécies;0
31/12/2015;Brasil;Sudeste;Minas Gerais;MG;Pedra do Indaiá;Pedra do Indaiá (MG);-20,29;-45,23;Outras espécies;0
31/12/2016;Brasil;Sudeste;Minas Gerais;MG;Pedra do Indaiá;Pedra do Indaiá (MG);-20,29;-45,23;Outras espécies;0
31/12/2014;Brasil;Sudeste;Minas Gerais;MG;Pedra Dourada;Pedra Dourada (MG);-20,83;-42,15;Eucalipto;220
31/12/2015;Brasil;Sudeste;Minas Gerais;MG;Pedra Dourada;Pedra Dourada (MG);-20,83;-42,15;Eucalipto;200
31/12/2016;Brasil;Sudeste;Minas Gerais;MG;Pedra Dourada;Pedra Dourada (MG);-20,83;-42,15;Eucalipto;50
31/12/2014;Brasil;Sudeste;Minas Gerais;MG;Pedra Dourada;Pedra Dourada (MG);-20,83;-42,15;Pinus;0
31/12/2015;Brasil;Sudeste;Minas Gerais;MG;Pedra Dourada;Pedra Dourada (MG);-20,83;-42,15;Pinus;0
31/12/2016;Brasil;Sudeste;Minas Gerais;MG;Pedra Dourada;Pedra Dourada (MG);-20,83;-42,15;Pinus;0
31/12/2014;Brasil;Sudeste;Minas Gerais;MG;Pedra Dourada;Pedra Dourada (MG);-20,83;-42,15;Outras espécies;0
31/12/2015;Brasil;Sudeste;Minas Gerais;MG;Pedra Dourada;Pedra Dourada (MG);-20,83;-42,15;Outras espécies;0
31/12/2016;Brasil;Sudeste;Minas Gerais;MG;Pedra Dourada;Pedra Dourada (MG);-20,83;-42,15;Outras espécies;0
31/12/2014;Brasil;Sudeste;Minas Gerais;MG;Pedralva;Pedralva (MG);-22,25;-45,45;Eucalipto;40
31/12/2015;Brasil;Sudeste;Minas Gerais;MG;Pedralva;Pedralva (MG);-22,25;-45,45;Eucalipto;40
31/12/2016;Brasil;Sudeste;Minas Gerais;MG;Pedralva;Pedralva (MG);-22,25;-45,45;Eucalipto;40
31/12/2014;Brasil;Sudeste;Minas Gerais;MG;Pedralva;Pedralva (MG);-22,25;-45,45;Pinus;80
31/12/2015;Brasil;Sudeste;Minas Gerais;MG;Pedralva;Pedralva (MG);-22,25;-45,45;Pinus;82
31/12/2016;Brasil;Sudeste;Minas Gerais;MG;Pedralva;Pedralva (MG);-22,25;-45,45;Pinus;82
31/12/2014;Brasil;Sudeste;Minas Gerais;MG;Pedralva;Pedralva (MG);-22,25;-45,45;Outras espécies;0
31/12/2015;Brasil;Sudeste;Minas Gerais;MG;Pedralva;Pedralva (MG);-22,25;-45,45;Outras espécies;0
31/12/2016;Brasil;Sudeste;Minas Gerais;MG;Pedralva;Pedralva (MG);-22,25;-45,45;Outras espécies;0
31/12/2014;Brasil;Sudeste;Minas Gerais;MG;Pedras de Maria da Cruz;Pedras de Maria da Cruz (MG);-15,63;-44,32;Eucalipto;20
31/12/2015;Brasil;Sudeste;Minas Gerais;MG;Pedras de Maria da Cruz;Pedras de Maria da Cruz (MG);-15,63;-44,32;Eucalipto;20
31/12/2016;Brasil;Sudeste;Minas Gerais;MG;Pedras de Maria da Cruz;Pedras de Maria da Cruz (MG);-15,63;-44,32;Eucalipto;
31/12/2014;Brasil;Sudeste;Minas Gerais;MG;Pedras de Maria da Cruz;Pedras de Maria da Cruz (MG);-15,63;-44,32;Pinus;0
31/12/2015;Brasil;Sudeste;Minas Gerais;MG;Pedras de Maria da Cruz;Pedras de Maria da Cruz (MG);-15,63;-44,32;Pinus;0
31/12/2016;Brasil;Sudeste;Minas Gerais;MG;Pedras de Maria da Cruz;Pedras de Maria da Cruz (MG);-15,63;-44,32;Pinus;
31/12/2014;Brasil;Sudeste;Minas Gerais;MG;Pedras de Maria da Cruz;Pedras de Maria da Cruz (MG);-15,63;-44,32;Outras espécies;0
31/12/2015;Brasil;Sudeste;Minas Gerais;MG;Pedras de Maria da Cruz;Pedras de Maria da Cruz (MG);-15,63;-44,32;Outras espécies;0
31/12/2016;Brasil;Sudeste;Minas Gerais;MG;Pedras de Maria da Cruz;Pedras de Maria da Cruz (MG);-15,63;-44,32;Outras espécies;
31/12/2014;Brasil;Sudeste;Minas Gerais;MG;Pedrinópolis;Pedrinópolis (MG);-19,19;-47,51;Eucalipto;158
31/12/2015;Brasil;Sudeste;Minas Gerais;MG;Pedrinópolis;Pedrinópolis (MG);-19,19;-47,51;Eucalipto;169
31/12/2016;Brasil;Sudeste;Minas Gerais;MG;Pedrinópolis;Pedrinópolis (MG);-19,19;-47,51;Eucalipto;160
31/12/2014;Brasil;Sudeste;Minas Gerais;MG;Pedrinópolis;Pedrinópolis (MG);-19,19;-47,51;Pinus;0
31/12/2015;Brasil;Sudeste;Minas Gerais;MG;Pedrinópolis;Pedrinópolis (MG);-19,19;-47,51;Pinus;0
31/12/2016;Brasil;Sudeste;Minas Gerais;MG;Pedrinópolis;Pedrinópolis (MG);-19,19;-47,51;Pinus;0
31/12/2014;Brasil;Sudeste;Minas Gerais;MG;Pedrinópolis;Pedrinópolis (MG);-19,19;-47,51;Outras espécies;0
31/12/2015;Brasil;Sudeste;Minas Gerais;MG;Pedrinópolis;Pedrinópolis (MG);-19,19;-47,51;Outras espécies;0
31/12/2016;Brasil;Sudeste;Minas Gerais;MG;Pedrinópolis;Pedrinópolis (MG);-19,19;-47,51;Outras espécies;0
31/12/2014;Brasil;Sudeste;Minas Gerais;MG;Pedro Leopoldo;Pedro Leopoldo (MG);-19,64;-44,05;Eucalipto;70
31/12/2015;Brasil;Sudeste;Minas Gerais;MG;Pedro Leopoldo;Pedro Leopoldo (MG);-19,64;-44,05;Eucalipto;62
31/12/2016;Brasil;Sudeste;Minas Gerais;MG;Pedro Leopoldo;Pedro Leopoldo (MG);-19,64;-44,05;Eucalipto;54
31/12/2014;Brasil;Sudeste;Minas Gerais;MG;Pedro Leopoldo;Pedro Leopoldo (MG);-19,64;-44,05;Pinus;0
31/12/2015;Brasil;Sudeste;Minas Gerais;MG;Pedro Leopoldo;Pedro Leopoldo (MG);-19,64;-44,05;Pinus;0
31/12/2016;Brasil;Sudeste;Minas Gerais;MG;Pedro Leopoldo;Pedro Leopoldo (MG);-19,64;-44,05;Pinus;0
31/12/2014;Brasil;Sudeste;Minas Gerais;MG;Pedro Leopoldo;Pedro Leopoldo (MG);-19,64;-44,05;Outras espécies;0
31/12/2015;Brasil;Sudeste;Minas Gerais;MG;Pedro Leopoldo;Pedro Leopoldo (MG);-19,64;-44,05;Outras espécies;0
31/12/2016;Brasil;Sudeste;Minas Gerais;MG;Pedro Leopoldo;Pedro Leopoldo (MG);-19,64;-44,05;Outras espécies;0
31/12/2014;Brasil;Sudeste;Minas Gerais;MG;Pedro Teixeira;Pedro Teixeira (MG);-21,73;-43,73;Eucalipto;400
31/12/2015;Brasil;Sudeste;Minas Gerais;MG;Pedro Teixeira;Pedro Teixeira (MG);-21,73;-43,73;Eucalipto;360
31/12/2016;Brasil;Sudeste;Minas Gerais;MG;Pedro Teixeira;Pedro Teixeira (MG);-21,73;-43,73;Eucalipto;325
31/12/2014;Brasil;Sudeste;Minas Gerais;MG;Pedro Teixeira;Pedro Teixeira (MG);-21,73;-43,73;Pinus;0
31/12/2015;Brasil;Sudeste;Minas Gerais;MG;Pedro Teixeira;Pedro Teixeira (MG);-21,73;-43,73;Pinus;0
31/12/2016;Brasil;Sudeste;Minas Gerais;MG;Pedro Teixeira;Pedro Teixeira (MG);-21,73;-43,73;Pinus;0
31/12/2014;Brasil;Sudeste;Minas Gerais;MG;Pedro Teixeira;Pedro Teixeira (MG);-21,73;-43,73;Outras espécies;0
31/12/2015;Brasil;Sudeste;Minas Gerais;MG;Pedro Teixeira;Pedro Teixeira (MG);-21,73;-43,73;Outras espécies;0
31/12/2016;Brasil;Sudeste;Minas Gerais;MG;Pedro Teixeira;Pedro Teixeira (MG);-21,73;-43,73;Outras espécies;0
31/12/2014;Brasil;Sudeste;Minas Gerais;MG;Pequeri;Pequeri (MG);-21,83;-43,13;Eucalipto;500
31/12/2015;Brasil;Sudeste;Minas Gerais;MG;Pequeri;Pequeri (MG);-21,83;-43,13;Eucalipto;490
31/12/2016;Brasil;Sudeste;Minas Gerais;MG;Pequeri;Pequeri (MG);-21,83;-43,13;Eucalipto;480
31/12/2014;Brasil;Sudeste;Minas Gerais;MG;Pequeri;Pequeri (MG);-21,83;-43,13;Pinus;0
31/12/2015;Brasil;Sudeste;Minas Gerais;MG;Pequeri;Pequeri (MG);-21,83;-43,13;Pinus;0
31/12/2016;Brasil;Sudeste;Minas Gerais;MG;Pequeri;Pequeri (MG);-21,83;-43,13;Pinus;0
31/12/2014;Brasil;Sudeste;Minas Gerais;MG;Pequeri;Pequeri (MG);-21,83;-43,13;Outras espécies;0
31/12/2015;Brasil;Sudeste;Minas Gerais;MG;Pequeri;Pequeri (MG);-21,83;-43,13;Outras espécies;0
31/12/2016;Brasil;Sudeste;Minas Gerais;MG;Pequeri;Pequeri (MG);-21,83;-43,13;Outras espécies;0
31/12/2014;Brasil;Sudeste;Minas Gerais;MG;Pequi;Pequi (MG);-19,6;-44,64;Eucalipto;75
31/12/2015;Brasil;Sudeste;Minas Gerais;MG;Pequi;Pequi (MG);-19,6;-44,64;Eucalipto;75
31/12/2016;Brasil;Sudeste;Minas Gerais;MG;Pequi;Pequi (MG);-19,6;-44,64;Eucalipto;75
31/12/2014;Brasil;Sudeste;Minas Gerais;MG;Pequi;Pequi (MG);-19,6;-44,64;Pinus;0
31/12/2015;Brasil;Sudeste;Minas Gerais;MG;Pequi;Pequi (MG);-19,6;-44,64;Pinus;0
31/12/2016;Brasil;Sudeste;Minas Gerais;MG;Pequi;Pequi (MG);-19,6;-44,64;Pinus;0
31/12/2014;Brasil;Sudeste;Minas Gerais;MG;Pequi;Pequi (MG);-19,6;-44,64;Outras espécies;0
31/12/2015;Brasil;Sudeste;Minas Gerais;MG;Pequi;Pequi (MG);-19,6;-44,64;Outras espécies;0
31/12/2016;Brasil;Sudeste;Minas Gerais;MG;Pequi;Pequi (MG);-19,6;-44,64;Outras espécies;0
31/12/2014;Brasil;Sudeste;Minas Gerais;MG;Perdigão;Perdigão (MG);-19,94;-45,06;Eucalipto;1550
31/12/2015;Brasil;Sudeste;Minas Gerais;MG;Perdigão;Perdigão (MG);-19,94;-45,06;Eucalipto;1050
31/12/2016;Brasil;Sudeste;Minas Gerais;MG;Perdigão;Perdigão (MG);-19,94;-45,06;Eucalipto;900
31/12/2014;Brasil;Sudeste;Minas Gerais;MG;Perdigão;Perdigão (MG);-19,94;-45,06;Pinus;0
31/12/2015;Brasil;Sudeste;Minas Gerais;MG;Perdigão;Perdigão (MG);-19,94;-45,06;Pinus;0
31/12/2016;Brasil;Sudeste;Minas Gerais;MG;Perdigão;Perdigão (MG);-19,94;-45,06;Pinus;0
31/12/2014;Brasil;Sudeste;Minas Gerais;MG;Perdigão;Perdigão (MG);-19,94;-45,06;Outras espécies;0
31/12/2015;Brasil;Sudeste;Minas Gerais;MG;Perdigão;Perdigão (MG);-19,94;-45,06;Outras espécies;0
31/12/2016;Brasil;Sudeste;Minas Gerais;MG;Perdigão;Perdigão (MG);-19,94;-45,06;Outras espécies;0
31/12/2014;Brasil;Sudeste;Minas Gerais;MG;Perdizes;Perdizes (MG);-19,4;-47,2;Eucalipto;2580
31/12/2015;Brasil;Sudeste;Minas Gerais;MG;Perdizes;Perdizes (MG);-19,4;-47,2;Eucalipto;2550
31/12/2016;Brasil;Sudeste;Minas Gerais;MG;Perdizes;Perdizes (MG);-19,4;-47,2;Eucalipto;2500
31/12/2014;Brasil;Sudeste;Minas Gerais;MG;Perdizes;Perdizes (MG);-19,4;-47,2;Pinus;0
31/12/2015;Brasil;Sudeste;Minas Gerais;MG;Perdizes;Perdizes (MG);-19,4;-47,2;Pinus;0
31/12/2016;Brasil;Sudeste;Minas Gerais;MG;Perdizes;Perdizes (MG);-19,4;-47,2;Pinus;0
31/12/2014;Brasil;Sudeste;Minas Gerais;MG;Perdizes;Perdizes (MG);-19,4;-47,2;Outras espécies;0
31/12/2015;Brasil;Sudeste;Minas Gerais;MG;Perdizes;Perdizes (MG);-19,4;-47,2;Outras espécies;0
31/12/2016;Brasil;Sudeste;Minas Gerais;MG;Perdizes;Perdizes (MG);-19,4;-47,2;Outras espécies;0
31/12/2014;Brasil;Sudeste;Minas Gerais;MG;Perdões;Perdões (MG);-21,08;-45,06;Eucalipto;490
31/12/2015;Brasil;Sudeste;Minas Gerais;MG;Perdões;Perdões (MG);-21,08;-45,06;Eucalipto;480
31/12/2016;Brasil;Sudeste;Minas Gerais;MG;Perdões;Perdões (MG);-21,08;-45,06;Eucalipto;450
31/12/2014;Brasil;Sudeste;Minas Gerais;MG;Perdões;Perdões (MG);-21,08;-45,06;Pinus;0
31/12/2015;Brasil;Sudeste;Minas Gerais;MG;Perdões;Perdões (MG);-21,08;-45,06;Pinus;0
31/12/2016;Brasil;Sudeste;Minas Gerais;MG;Perdões;Perdões (MG);-21,08;-45,06;Pinus;0
31/12/2014;Brasil;Sudeste;Minas Gerais;MG;Perdões;Perdões (MG);-21,08;-45,06;Outras espécies;0
31/12/2015;Brasil;Sudeste;Minas Gerais;MG;Perdões;Perdões (MG);-21,08;-45,06;Outras espécies;0
31/12/2016;Brasil;Sudeste;Minas Gerais;MG;Perdões;Perdões (MG);-21,08;-45,06;Outras espécies;0
31/12/2014;Brasil;Sudeste;Minas Gerais;MG;Periquito;Periquito (MG);-19,08;-42,23;Eucalipto;6924
31/12/2015;Brasil;Sudeste;Minas Gerais;MG;Periquito;Periquito (MG);-19,08;-42,23;Eucalipto;1220
31/12/2016;Brasil;Sudeste;Minas Gerais;MG;Periquito;Periquito (MG);-19,08;-42,23;Eucalipto;3624
31/12/2014;Brasil;Sudeste;Minas Gerais;MG;Periquito;Periquito (MG);-19,08;-42,23;Pinus;0
31/12/2015;Brasil;Sudeste;Minas Gerais;MG;Periquito;Periquito (MG);-19,08;-42,23;Pinus;0
31/12/2016;Brasil;Sudeste;Minas Gerais;MG;Periquito;Periquito (MG);-19,08;-42,23;Pinus;0
31/12/2014;Brasil;Sudeste;Minas Gerais;MG;Periquito;Periquito (MG);-19,08;-42,23;Outras espécies;0
31/12/2015;Brasil;Sudeste;Minas Gerais;MG;Periquito;Periquito (MG);-19,08;-42,23;Outras espécies;0
31/12/2016;Brasil;Sudeste;Minas Gerais;MG;Periquito;Periquito (MG);-19,08;-42,23;Outras espécies;0
31/12/2014;Brasil;Sudeste;Minas Gerais;MG;Piau;Piau (MG);-21,5;-43,32;Eucalipto;145
31/12/2015;Brasil;Sudeste;Minas Gerais;MG;Piau;Piau (MG);-21,5;-43,32;Eucalipto;145
31/12/2016;Brasil;Sudeste;Minas Gerais;MG;Piau;Piau (MG);-21,5;-43,32;Eucalipto;141
31/12/2014;Brasil;Sudeste;Minas Gerais;MG;Piau;Piau (MG);-21,5;-43,32;Pinus;0
31/12/2015;Brasil;Sudeste;Minas Gerais;MG;Piau;Piau (MG);-21,5;-43,32;Pinus;0
31/12/2016;Brasil;Sudeste;Minas Gerais;MG;Piau;Piau (MG);-21,5;-43,32;Pinus;0
31/12/2014;Brasil;Sudeste;Minas Gerais;MG;Piau;Piau (MG);-21,5;-43,32;Outras espécies;0
31/12/2015;Brasil;Sudeste;Minas Gerais;MG;Piau;Piau (MG);-21,5;-43,32;Outras espécies;0
31/12/2016;Brasil;Sudeste;Minas Gerais;MG;Piau;Piau (MG);-21,5;-43,32;Outras espécies;0
31/12/2014;Brasil;Sudeste;Minas Gerais;MG;Piedade de Caratinga;Piedade de Caratinga (MG);-19,76;-42,04;Eucalipto;335
31/12/2015;Brasil;Sudeste;Minas Gerais;MG;Piedade de Caratinga;Piedade de Caratinga (MG);-19,76;-42,04;Eucalipto;385
31/12/2016;Brasil;Sudeste;Minas Gerais;MG;Piedade de Caratinga;Piedade de Caratinga (MG);-19,76;-42,04;Eucalipto;365
31/12/2014;Brasil;Sudeste;Minas Gerais;MG;Piedade de Caratinga;Piedade de Caratinga (MG);-19,76;-42,04;Pinus;0
31/12/2015;Brasil;Sudeste;Minas Gerais;MG;Piedade de Caratinga;Piedade de Caratinga (MG);-19,76;-42,04;Pinus;0
31/12/2016;Brasil;Sudeste;Minas Gerais;MG;Piedade de Caratinga;Piedade de Caratinga (MG);-19,76;-42,04;Pinus;0
31/12/2014;Brasil;Sudeste;Minas Gerais;MG;Piedade de Caratinga;Piedade de Caratinga (MG);-19,76;-42,04;Outras espécies;0
31/12/2015;Brasil;Sudeste;Minas Gerais;MG;Piedade de Caratinga;Piedade de Caratinga (MG);-19,76;-42,04;Outras espécies;0
31/12/2016;Brasil;Sudeste;Minas Gerais;MG;Piedade de Caratinga;Piedade de Caratinga (MG);-19,76;-42,04;Outras espécies;0
31/12/2014;Brasil;Sudeste;Minas Gerais;MG;Piedade de Ponte Nova;Piedade de Ponte Nova (MG);-20,24;-42,72;Eucalipto;1
31/12/2015;Brasil;Sudeste;Minas Gerais;MG;Piedade de Ponte Nova;Piedade de Ponte Nova (MG);-20,24;-42,72;Eucalipto;85
31/12/2016;Brasil;Sudeste;Minas Gerais;MG;Piedade de Ponte Nova;Piedade de Ponte Nova (MG);-20,24;-42,72;Eucalipto;33
31/12/2014;Brasil;Sudeste;Minas Gerais;MG;Piedade de Ponte Nova;Piedade de Ponte Nova (MG);-20,24;-42,72;Pinus;0
31/12/2015;Brasil;Sudeste;Minas Gerais;MG;Piedade de Ponte Nova;Piedade de Ponte Nova (MG);-20,24;-42,72;Pinus;0
31/12/2016;Brasil;Sudeste;Minas Gerais;MG;Piedade de Ponte Nova;Piedade de Ponte Nova (MG);-20,24;-42,72;Pinus;0
31/12/2014;Brasil;Sudeste;Minas Gerais;MG;Piedade de Ponte Nova;Piedade de Ponte Nova (MG);-20,24;-42,72;Outras espécies;0
31/12/2015;Brasil;Sudeste;Minas Gerais;MG;Piedade de Ponte Nova;Piedade de Ponte Nova (MG);-20,24;-42,72;Outras espécies;0
31/12/2016;Brasil;Sudeste;Minas Gerais;MG;Piedade de Ponte Nova;Piedade de Ponte Nova (MG);-20,24;-42,72;Outras espécies;0
31/12/2014;Brasil;Sudeste;Minas Gerais;MG;Piedade do Rio Grande;Piedade do Rio Grande (MG);-21,48;-44,16;Eucalipto;520
31/12/2015;Brasil;Sudeste;Minas Gerais;MG;Piedade do Rio Grande;Piedade do Rio Grande (MG);-21,48;-44,16;Eucalipto;550
31/12/2016;Brasil;Sudeste;Minas Gerais;MG;Piedade do Rio Grande;Piedade do Rio Grande (MG);-21,48;-44,16;Eucalipto;550
31/12/2014;Brasil;Sudeste;Minas Gerais;MG;Piedade do Rio Grande;Piedade do Rio Grande (MG);-21,48;-44,16;Pinus;0
31/12/2015;Brasil;Sudeste;Minas Gerais;MG;Piedade do Rio Grande;Piedade do Rio Grande (MG);-21,48;-44,16;Pinus;0
31/12/2016;Brasil;Sudeste;Minas Gerais;MG;Piedade do Rio Grande;Piedade do Rio Grande (MG);-21,48;-44,16;Pinus;0
31/12/2014;Brasil;Sudeste;Minas Gerais;MG;Piedade do Rio Grande;Piedade do Rio Grande (MG);-21,48;-44,16;Outras espécies;0
31/12/2015;Brasil;Sudeste;Minas Gerais;MG;Piedade do Rio Grande;Piedade do Rio Grande (MG);-21,48;-44,16;Outras espécies;0
31/12/2016;Brasil;Sudeste;Minas Gerais;MG;Piedade do Rio Grande;Piedade do Rio Grande (MG);-21,48;-44,16;Outras espécies;0
31/12/2014;Brasil;Sudeste;Minas Gerais;MG;Piedade dos Gerais;Piedade dos Gerais (MG);-20,47;-44,25;Eucalipto;750
31/12/2015;Brasil;Sudeste;Minas Gerais;MG;Piedade dos Gerais;Piedade dos Gerais (MG);-20,47;-44,25;Eucalipto;1000
31/12/2016;Brasil;Sudeste;Minas Gerais;MG;Piedade dos Gerais;Piedade dos Gerais (MG);-20,47;-44,25;Eucalipto;1000
31/12/2014;Brasil;Sudeste;Minas Gerais;MG;Piedade dos Gerais;Piedade dos Gerais (MG);-20,47;-44,25;Pinus;0
31/12/2015;Brasil;Sudeste;Minas Gerais;MG;Piedade dos Gerais;Piedade dos Gerais (MG);-20,47;-44,25;Pinus;0
31/12/2016;Brasil;Sudeste;Minas Gerais;MG;Piedade dos Gerais;Piedade dos Gerais (MG);-20,47;-44,25;Pinus;0
31/12/2014;Brasil;Sudeste;Minas Gerais;MG;Piedade dos Gerais;Piedade dos Gerais (MG);-20,47;-44,25;Outras espécies;0
31/12/2015;Brasil;Sudeste;Minas Gerais;MG;Piedade dos Gerais;Piedade dos Gerais (MG);-20,47;-44,25;Outras espécies;0
31/12/2016;Brasil;Sudeste;Minas Gerais;MG;Piedade dos Gerais;Piedade dos Gerais (MG);-20,47;-44,25;Outras espécies;0
31/12/2014;Brasil;Sudeste;Minas Gerais;MG;Pimenta;Pimenta (MG);-20,53;-45,83;Eucalipto;2800
31/12/2015;Brasil;Sudeste;Minas Gerais;MG;Pimenta;Pimenta (MG);-20,53;-45,83;Eucalipto;2750
31/12/2016;Brasil;Sudeste;Minas Gerais;MG;Pimenta;Pimenta (MG);-20,53;-45,83;Eucalipto;350
31/12/2014;Brasil;Sudeste;Minas Gerais;MG;Pimenta;Pimenta (MG);-20,53;-45,83;Pinus;0
31/12/2015;Brasil;Sudeste;Minas Gerais;MG;Pimenta;Pimenta (MG);-20,53;-45,83;Pinus;0
31/12/2016;Brasil;Sudeste;Minas Gerais;MG;Pimenta;Pimenta (MG);-20,53;-45,83;Pinus;0
31/12/2014;Brasil;Sudeste;Minas Gerais;MG;Pimenta;Pimenta (MG);-20,53;-45,83;Outras espécies;0
31/12/2015;Brasil;Sudeste;Minas Gerais;MG;Pimenta;Pimenta (MG);-20,53;-45,83;Outras espécies;0
31/12/2016;Brasil;Sudeste;Minas Gerais;MG;Pimenta;Pimenta (MG);-20,53;-45,83;Outras espécies;0
31/12/2014;Brasil;Sudeste;Minas Gerais;MG;Pingo d'Água;Pingo d'Água (MG);-19,74;-42,42;Eucalipto;45
31/12/2015;Brasil;Sudeste;Minas Gerais;MG;Pingo d'Água;Pingo d'Água (MG);-19,74;-42,42;Eucalipto;300
31/12/2016;Brasil;Sudeste;Minas Gerais;MG;Pingo d'Água;Pingo d'Água (MG);-19,74;-42,42;Eucalipto;300
31/12/2014;Brasil;Sudeste;Minas Gerais;MG;Pingo d'Água;Pingo d'Água (MG);-19,74;-42,42;Pinus;0
31/12/2015;Brasil;Sudeste;Minas Gerais;MG;Pingo d'Água;Pingo d'Água (MG);-19,74;-42,42;Pinus;0
31/12/2016;Brasil;Sudeste;Minas Gerais;MG;Pingo d'Água;Pingo d'Água (MG);-19,74;-42,42;Pinus;0
31/12/2014;Brasil;Sudeste;Minas Gerais;MG;Pingo d'Água;Pingo d'Água (MG);-19,74;-42,42;Outras espécies;0
31/12/2015;Brasil;Sudeste;Minas Gerais;MG;Pingo d'Água;Pingo d'Água (MG);-19,74;-42,42;Outras espécies;0
31/12/2016;Brasil;Sudeste;Minas Gerais;MG;Pingo d'Água;Pingo d'Água (MG);-19,74;-42,42;Outras espécies;0
31/12/2014;Brasil;Sudeste;Minas Gerais;MG;Pintópolis;Pintópolis (MG);-16,05;-45,25;Eucalipto;1600
31/12/2015;Brasil;Sudeste;Minas Gerais;MG;Pintópolis;Pintópolis (MG);-16,05;-45,25;Eucalipto;2300
31/12/2016;Brasil;Sudeste;Minas Gerais;MG;Pintópolis;Pintópolis (MG);-16,05;-45,25;Eucalipto;2210
31/12/2014;Brasil;Sudeste;Minas Gerais;MG;Pintópolis;Pintópolis (MG);-16,05;-45,25;Pinus;0
31/12/2015;Brasil;Sudeste;Minas Gerais;MG;Pintópolis;Pintópolis (MG);-16,05;-45,25;Pinus;0
31/12/2016;Brasil;Sudeste;Minas Gerais;MG;Pintópolis;Pintópolis (MG);-16,05;-45,25;Pinus;0
31/12/2014;Brasil;Sudeste;Minas Gerais;MG;Pintópolis;Pintópolis (MG);-16,05;-45,25;Outras espécies;0
31/12/2015;Brasil;Sudeste;Minas Gerais;MG;Pintópolis;Pintópolis (MG);-16,05;-45,25;Outras espécies;0
31/12/2016;Brasil;Sudeste;Minas Gerais;MG;Pintópolis;Pintópolis (MG);-16,05;-45,25;Outras espécies;0
31/12/2014;Brasil;Sudeste;Minas Gerais;MG;Piracema;Piracema (MG);-20,52;-44,42;Eucalipto;1050
31/12/2015;Brasil;Sudeste;Minas Gerais;MG;Piracema;Piracema (MG);-20,52;-44,42;Eucalipto;1050
31/12/2016;Brasil;Sudeste;Minas Gerais;MG;Piracema;Piracema (MG);-20,52;-44,42;Eucalipto;1050
31/12/2014;Brasil;Sudeste;Minas Gerais;MG;Piracema;Piracema (MG);-20,52;-44,42;Pinus;0
31/12/2015;Brasil;Sudeste;Minas Gerais;MG;Piracema;Piracema (MG);-20,52;-44,42;Pinus;0
31/12/2016;Brasil;Sudeste;Minas Gerais;MG;Piracema;Piracema (MG);-20,52;-44,42;Pinus;0
31/12/2014;Brasil;Sudeste;Minas Gerais;MG;Piracema;Piracema (MG);-20,52;-44,42;Outras espécies;0
31/12/2015;Brasil;Sudeste;Minas Gerais;MG;Piracema;Piracema (MG);-20,52;-44,42;Outras espécies;0
31/12/2016;Brasil;Sudeste;Minas Gerais;MG;Piracema;Piracema (MG);-20,52;-44,42;Outras espécies;0
31/12/2014;Brasil;Sudeste;Minas Gerais;MG;Pirajuba;Pirajuba (MG);-19,94;-48,66;Eucalipto;50
31/12/2015;Brasil;Sudeste;Minas Gerais;MG;Pirajuba;Pirajuba (MG);-19,94;-48,66;Eucalipto;50
31/12/2016;Brasil;Sudeste;Minas Gerais;MG;Pirajuba;Pirajuba (MG);-19,94;-48,66;Eucalipto;50
31/12/2014;Brasil;Sudeste;Minas Gerais;MG;Pirajuba;Pirajuba (MG);-19,94;-48,66;Pinus;0
31/12/2015;Brasil;Sudeste;Minas Gerais;MG;Pirajuba;Pirajuba (MG);-19,94;-48,66;Pinus;0
31/12/2016;Brasil;Sudeste;Minas Gerais;MG;Pirajuba;Pirajuba (MG);-19,94;-48,66;Pinus;0
31/12/2014;Brasil;Sudeste;Minas Gerais;MG;Pirajuba;Pirajuba (MG);-19,94;-48,66;Outras espécies;0
31/12/2015;Brasil;Sudeste;Minas Gerais;MG;Pirajuba;Pirajuba (MG);-19,94;-48,66;Outras espécies;0
31/12/2016;Brasil;Sudeste;Minas Gerais;MG;Pirajuba;Pirajuba (MG);-19,94;-48,66;Outras espécies;0
